,Date,Open,High,Low,Close,Predicted_results,action,Sell_Signal_Profit,Sell_Signal_Return,Cumulative_Profit,Unrealized_profit,Unrealized_profit_plus_Cumulative_Profit,Holding_Period,Cumulative_Return,Unrealized_Return,Unrealized_profit_plus_Cumulative_Profit_Return,Cum_portfolio,Unreal_Cum_portfolio
0,2021-01-04,3764.610107,3769.98999,3662.709961,3700.649902,1,Buy,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3700.649902,3700.649902
1,2021-01-05,3698.02002,3737.830078,3695.070068,3726.860107,0,Holding,0.0,0.0,0.0,26.21020499999986,26.21020499999986,1,0.0,0.7082595137095965,0.7082595137095965,3700.649902,3726.860107
2,2021-01-06,3712.199951,3783.040039,3705.340088,3748.139893,1,Holding,0.0,0.0,0.0,47.48999099999992,47.48999099999992,2,0.0,1.283287861797847,1.283287861797847,3700.649902,3748.139893
3,2021-01-07,3764.709961,3811.550049,3764.709961,3803.790039,1,Holding,0.0,0.0,0.0,103.14013699999987,103.14013699999987,3,0.0,2.7870817216256594,2.7870817216256594,3700.649902,3803.790039
4,2021-01-08,3815.050049,3826.689941,3783.600098,3824.679932,1,Holding,0.0,0.0,0.0,124.0300299999999,124.0300299999999,4,0.0,3.351574271669644,3.351574271669644,3700.649902,3824.679932
5,2021-01-11,3803.139893,3817.860107,3789.02002,3799.610107,1,Holding,0.0,0.0,0.0,98.96020499999986,98.96020499999986,5,0.0,2.6741304262939667,2.6741304262939667,3700.649902,3799.610107
6,2021-01-12,3801.620117,3810.780029,3776.51001,3801.189941,1,Holding,0.0,0.0,0.0,100.54003899999998,100.54003899999998,6,0.0,2.716821143920249,2.716821143920249,3700.649902,3801.189941
7,2021-01-13,3802.22998,3820.959961,3791.5,3809.840088,1,Holding,0.0,0.0,0.0,109.19018599999981,109.19018599999981,7,0.0,2.9505678432587867,2.9505678432587867,3700.649902,3809.840088
8,2021-01-14,3814.97998,3823.600098,3792.860107,3795.540039,1,Holding,0.0,0.0,0.0,94.89013699999987,94.89013699999987,8,0.0,2.564147906796504,2.564147906796504,3700.649902,3795.540039
9,2021-01-15,3788.72998,3788.72998,3749.620117,3768.25,1,Holding,0.0,0.0,0.0,67.60009799999989,67.60009799999989,9,0.0,1.826708815753301,1.826708815753301,3700.649902,3768.25
10,2021-01-19,3781.879883,3804.530029,3780.370117,3798.909912,1,Holding,0.0,0.0,0.0,98.26000999999997,98.26000999999997,10,0.0,2.6552095605395087,2.6552095605395087,3700.649902,3798.909912
11,2021-01-20,3816.219971,3859.75,3816.219971,3851.850098,1,Holding,0.0,0.0,0.0,151.20019599999978,151.20019599999978,11,0.0,4.0857741208722365,4.0857741208722365,3700.649902,3851.850098
12,2021-01-21,3857.459961,3861.449951,3845.050049,3853.070068,1,Holding,0.0,0.0,0.0,152.42016599999988,152.42016599999988,12,0.0,4.118740492517952,4.118740492517952,3700.649902,3853.070068
13,2021-01-22,3844.23999,3852.310059,3830.409912,3841.469971,1,Holding,0.0,0.0,0.0,140.82006899999988,140.82006899999988,13,0.0,3.805279416566649,3.805279416566649,3700.649902,3841.469971
14,2021-01-25,3851.679932,3859.22998,3797.159912,3855.360107,0,Holding,0.0,0.0,0.0,154.71020499999986,154.71020499999986,14,0.0,4.18062256892735,4.18062256892735,3700.649902,3855.360107
