,Date,Open,High,Low,Close,Predicted_results,action,Sell_Signal_Profit,Sell_Signal_Return,Cumulative_Profit,Unrealized_profit,Unrealized_profit_plus_Cumulative_Profit,Holding_Period,Cumulative_Return,Unrealized_Return,Unrealized_profit_plus_Cumulative_Profit_Return,Cum_portfolio,Unreal_Cum_portfolio
0,2021-01-04,3764.610107,3769.98999,3662.709961,3700.649902,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
1,2021-01-05,3698.02002,3737.830078,3695.070068,3726.860107,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
2,2021-01-06,3712.199951,3783.040039,3705.340088,3748.139893,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
3,2021-01-07,3764.709961,3811.550049,3764.709961,3803.790039,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
4,2021-01-08,3815.050049,3826.689941,3783.600098,3824.679932,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
5,2021-01-11,3803.139893,3817.860107,3789.02002,3799.610107,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
6,2021-01-12,3801.620117,3810.780029,3776.51001,3801.189941,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
7,2021-01-13,3802.22998,3820.959961,3791.5,3809.840088,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
8,2021-01-14,3814.97998,3823.600098,3792.860107,3795.540039,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
9,2021-01-15,3788.72998,3788.72998,3749.620117,3768.25,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
10,2021-01-19,3781.879883,3804.530029,3780.370117,3798.909912,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
11,2021-01-20,3816.219971,3859.75,3816.219971,3851.850098,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
12,2021-01-21,3857.459961,3861.449951,3845.050049,3853.070068,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
13,2021-01-22,3844.23999,3852.310059,3830.409912,3841.469971,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
14,2021-01-25,3851.679932,3859.22998,3797.159912,3855.360107,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
15,2021-01-26,3862.959961,3870.899902,3847.780029,3849.620117,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
16,2021-01-27,3836.830078,3836.830078,3732.47998,3750.77002,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
17,2021-01-28,3755.75,3830.5,3755.75,3787.379883,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
18,2021-01-29,3778.050049,3778.050049,3694.120117,3714.23999,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
19,2021-02-01,3731.169922,3784.320068,3725.620117,3773.860107,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
20,2021-02-02,3791.840088,3843.090088,3791.840088,3826.310059,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
21,2021-02-03,3840.27002,3847.51001,3816.679932,3830.169922,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
22,2021-02-04,3836.659912,3872.419922,3836.659912,3871.73999,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
23,2021-02-05,3878.300049,3894.560059,3874.929932,3886.830078,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
24,2021-02-08,3892.590088,3915.77002,3892.590088,3915.590088,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
25,2021-02-09,3910.48999,3918.350098,3902.639893,3911.22998,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
26,2021-02-10,3920.780029,3931.5,3884.939941,3909.879883,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
27,2021-02-11,3916.399902,3925.98999,3890.389893,3916.379883,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
28,2021-02-12,3911.649902,3937.22998,3905.780029,3934.830078,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
29,2021-02-16,3939.610107,3950.429932,3923.850098,3932.590088,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
30,2021-02-17,3918.5,3933.610107,3900.429932,3931.330078,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
31,2021-02-18,3915.860107,3921.97998,3885.030029,3913.969971,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
32,2021-02-19,3921.159912,3930.409912,3903.070068,3906.709961,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
33,2021-02-22,3885.550049,3902.919922,3874.709961,3876.5,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
34,2021-02-23,3857.070068,3895.97998,3805.590088,3881.370117,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
35,2021-02-24,3873.709961,3928.649902,3859.600098,3925.429932,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
36,2021-02-25,3915.800049,3925.02002,3814.040039,3829.340088,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
37,2021-02-26,3839.659912,3861.080078,3789.540039,3811.149902,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
38,2021-03-01,3842.51001,3914.5,3842.51001,3901.820068,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
39,2021-03-02,3903.639893,3906.409912,3868.570068,3870.290039,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
40,2021-03-03,3863.98999,3874.469971,3818.860107,3819.719971,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
41,2021-03-04,3818.530029,3843.669922,3723.340088,3768.469971,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
42,2021-03-05,3793.580078,3851.689941,3730.189941,3841.939941,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
43,2021-03-08,3844.389893,3881.060059,3819.25,3821.350098,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
44,2021-03-09,3851.929932,3903.76001,3851.929932,3875.439941,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
45,2021-03-10,3891.98999,3917.350098,3885.72998,3898.810059,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
46,2021-03-11,3915.540039,3960.27002,3915.540039,3939.340088,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
47,2021-03-12,3924.52002,3944.98999,3915.209961,3943.340088,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3940.590088,3940.590088
